name,cover,url,intro,singer_id,song_id,song_cover,song_name
Taylor Swift,http://p1.music.126.net/J9vY1-_n5msBf8nyCKdL_w==/109951167881974520.jpg?param=640y300,https://music.163.com/artist?id=44266,"泰勒·斯威夫特（Taylor Swift），1989年12月13日出生于美国宾夕法尼亚州雷丁，美国著名女歌手、词曲作者、音乐制作人、演员。
2006年，Taylor发行个人首张录音室专辑《Taylor Swift》，该专辑获得美国唱片业协会认证5倍白金唱片销量。2008年，发行第二张个人录音室专辑《Fearless》，该专辑在美国公告牌专辑榜上获11周冠军，于2020年被认证钻石唱片销量，并获得第52届格莱美奖年度专辑奖。2010年，Taylor发行第三张个人录音室专辑《Speak Now》，单曲《Mean》获2座格莱美奖。同年，获创作人名人堂“哈尔·大卫星光大奖” 。2011年，凭借三张实体专辑销量，获得中国区“五白金唱片”销量认证。2012年，，并发行音乐专辑《Red》，该专辑实体版本获得中国区“双白金唱片”销量认证。2013年，获得第47届乡村音乐协会奖巅峰奖。2014年，Taylor开始向流行乐歌手转型并发行第五张个人录音室专辑《1989》，该专辑获得第58届格莱美奖年度专辑奖，国际唱片业协会（IFPI）宣布该专辑为“年度全球唱片销量冠军” 。同年，获得全美音乐奖迪克·克拉克终身成就奖，并入围《时代周刊（美国版）》年度人物。2015年4月，获第50届乡村音乐学院奖50周年里程碑奖 。2017年，Taylor发行第六张个人录音室专辑《reputation》，凭借美国首周123.8万张销量，成为拥有四张首周百万销量专辑的歌手。单曲《Look What You Made Me Do》在公告牌夺得3周冠，首周以两倍的播放量终断了歌曲《Despacito》的16周冠，被公告牌官方评为史上最具杀伤力的单曲之一。同年，Taylor被《时代周刊》选为年度人物。2019年8月23日，Taylor发行第七张个人录音室专辑《Lover》，单曲《ME!》《You Need To Calm Down》均拿下公告牌100强亚军，专辑同名曲《Lover》则拿下第10位；同年，国际唱片业协会（IFPI）宣布该专辑为“年度全球唱片销量冠军”。2019年12月，Taylor出演的歌剧电影《猫》在美国上映，Taylor凭借该电影获得儿童选择奖年度影后提名！插曲《Beautiful Ghosts》获得金球奖和格莱美奖的最佳影视音乐提名。2020年1月，Taylor发行个人纪录片《美利坚女士 Taylor Swift: Miss Americana》，豆瓣评分8.7分，主题曲《Only The Young》赢得了2020年人民选择奖的“最佳原声歌曲/The Soundtrack Song”。2020年7月24日，Taylor发行第八张个人录音室专辑《folklore》，并在公告牌专辑200强夺得8周冠，其中6周为连冠！同时，《folklore》是2020年发行实销最高、连冠最多的专辑！单曲《cardigan》拿下公告牌100强冠军！《the 1》、《exile》分别位居第4和第六。同年8月，《cardigan》获得世界录影带奖最佳夏日歌曲提名，而上一张专辑《Lover》的单曲《The Man》则拿下最佳导演奖。同年11月，Taylor在全美音乐奖上拿下年度艺人、最佳流行/摇滚女艺人和年度录影带《cardigan》。同月，Taylor发行音乐纪录片《民间传说：长池录音室 Folklore: The Long Pond Studio Sessions》，该纪录片被豆瓣评分9.4的高分并超过94%的纪录片，目前在所有纪录片中排位第79名！2020年12月11日，Taylor发行第九张个人录音室专辑《evermore》，并在公告牌专辑200强夺得3周冠，主打曲《willow》拿下公告牌100强冠军！2021年3月《folklore》获得第63届格莱美奖年度专辑奖。目前Taylor Swift共拥有11座格莱美大奖，并且是获得格莱美年度专辑奖项最多的歌手之一，也是首个以三张不同音乐风格的专辑获得该奖项的艺人（2010年年专《Fearless》为乡村专辑，2016年年专《1989》为流行专辑，2021年年专《folklore》另类（独立民谣）专辑）。2021年4月，Taylor发行重制版录音室专辑《Fearless（Taylor's Version）》，并在公告牌专辑200强夺得1周冠，单曲《Mr.Perfectly Fine（Taylor's Version）》拿下公告牌100强第30位且在榜3周。目前，Taylor在公告牌上拥有9张冠军专辑，登顶周数共51周，成为历史上专辑登顶周数最多的女艺人！2021年5月，Taylor Swift拿下全英音乐奖全球偶像大奖，成为历史上首个非英国歌手和首位女性获得该奖项。同月，Taylor Swift被公告牌官方评为2010s年代艺人第二名，也是所有女艺人中的第一名。",44266,"2606242589,2606241587,2147360659,1382576173,2147407558,2606209983,2147408166,2144741721,2147408164,19292984,1465114465","http://p2.music.126.net/VfcVFMkzWPe2izZcbLc3Pg==/109951169764175102.jpg?param=130y130,http://p2.music.126.net/yTQjaADLc2zgMwdS6Fs_9g==/109951169764162578.jpg?param=130y130,http://p2.music.126.net/ZHeSIpIxQxijNuA2A-Z2WQ==/109951169510752475.jpg?param=130y130,http://p1.music.126.net/6CB6Jsmb7k7qiJqfMY5Row==/109951164260234943.jpg?param=130y130,http://p2.music.126.net/dzSZAgIjIYJ3iLqFfKrrlQ==/109951169510761055.jpg?param=130y130,http://p1.music.126.net/ask_pJMAyjtEvFmrr_ng2w==/109951169764665677.jpg?param=130y130,http://p2.music.126.net/dzSZAgIjIYJ3iLqFfKrrlQ==/109951169510761055.jpg?param=130y130,http://p1.music.126.net/X_vbD1MYcjha4X7pTJaGOg==/109951169512385873.jpg?param=130y130,http://p1.music.126.net/dzSZAgIjIYJ3iLqFfKrrlQ==/109951169510761055.jpg?param=130y130,http://p2.music.126.net/GZERNplXUdzTPkKqo2F4tA==/109951169217536854.jpg?param=130y130,http://p1.music.126.net/b_6ZbpOz55g8oB4KR34aFw==/109951168971655174.jpg?param=130y130","Fortnight (Acoustic Version),Fortnight (Cults Remix),Fortnight,Cruel Summer,I Can Do It With a Broken Heart,Fortnight (Acoustic Version),Down Bad,Who’s Afraid of Little Old Me?,Fortnight,Love Story,exile"
鼠尾草,http://p1.music.126.net/j41Vgkd6P9tlQ6EwjSw0Rw==/109951169200211330.jpg?param=640y300,https://music.163.com/artist?id=59528211,"2727厂牌成员
身上的伤疤为我加冕。",59528211,"2605881104,2605882796","http://p1.music.126.net/RxIjqGELE6r-78jO2FUWeQ==/109951169763834013.jpg?param=130y130,http://p1.music.126.net/RxIjqGELE6r-78jO2FUWeQ==/109951169763834013.jpg?param=130y130","酸菜牛肉面,呕吐拖拉机"
阿冗,http://p1.music.126.net/2yq5iRTyrwxJr8WyWQuGGw==/109951166447412013.jpg?param=640y300,https://music.163.com/artist?id=30116848,"歌手阿冗，不要音乐旗下艺人，代表作《与我无关》《你的答案》
合作商务联系：985458072@qq.com",30116848,"2074765200,1413585838,1400256289","http://p1.music.126.net/F-nsdoGZXWDPZIzuQ3s19Q==/109951168853127219.jpg?param=130y130,http://p2.music.126.net/x-jReyGkM5OTKUEtTqXGoA==/109951164597332931.jpg?param=130y130,http://p2.music.126.net/JBrPa3oAkMxG3CAQkRQ83w==/109951168973212235.jpg?param=130y130","与我无关（开始的倾心交谈）,与我无关,你的答案"
こっちのけんと,http://p2.music.126.net/qKoLP-cGvJFhomj0eK2qQA==/109951169632155890.jpg?param=640y300,https://music.163.com/artist?id=53715001,"こっちのけんと，日本歌手,又名Kocchi no Kento,发布有云音乐热门歌曲《死ぬな！》收录于专辑《死ぬな！》中。",53715001,2154219378,http://p1.music.126.net/_cqLAaqEBJnR_stKbnuE5g==/109951169575235469.jpg?param=130y130,はいよろこんで
合法飞行,http://p1.music.126.net/a1lcledZQ2NZrZp6cHp-nw==/109951169424487308.jpg?param=640y300,https://music.163.com/artist?id=37123717,404超低空飞行部队,37123717,2156452286,http://p1.music.126.net/7_2sTKSbPS1yVrMQ2G5_Cw==/109951168914486544.jpg?param=130y130,Faded Light
Yao Si Ting,http://p2.music.126.net/6y-UleORITEDbvrOLV0Q8A==/5639395138885805.jpg?param=640y300,https://music.163.com/artist?id=59644984,暂无简介,59644984,2125241978,http://p1.music.126.net/-GcFxfSOVSWgoYyVR5e81Q==/109951169324179106.jpg?param=130y130,Dare To Love Dare To Do
Zy,http://p2.music.126.net/8RaqCIF9kCKZdyLt15KFQw==/109951168432327397.jpg?param=640y300,https://music.163.com/artist?id=37123911,艺术家/音乐制作人/歌手,37123911,"2160850649,2603945007,2107947967","http://p2.music.126.net/Cix80U7vWno4OLY9V_uPAA==/109951169633133845.jpg?param=130y130,http://p2.music.126.net/kqEU7jZfojPuDokuRK16Qg==/109951169740528062.jpg?param=130y130,http://p2.music.126.net/lCz6ZRgqvKK3UqRMg7LftA==/109951169157130643.jpg?param=130y130","有我呢beat,Upside Down,你是我的风景"
XloveSF,http://p1.music.126.net/UXx9y2mk_IVwPb1-Tz6Z1w==/109951169707904348.jpg?param=640y300,https://music.163.com/artist?id=59667070,"XloveSF，欧美歌手,发布有云音乐热门歌曲《Bushido (武士道)》收录于专辑《Bushido (武士道)》中。",59667070,2603091901,http://p2.music.126.net/g8Mg0R3jYkjecOW4l2G2WA==/109951169731116880.jpg?param=130y130,Gone Bad (Phonk) (Remaster)
MC 张天赋,http://p1.music.126.net/OHf7jowZMCCy9kwVxow3Qg==/109951168550986120.jpg?param=640y300,https://music.163.com/artist?id=37268030,MC张天赋原是驻唱歌手和自由工作者，2019年时以艺名「MC」参加选秀节目全民造星II，过程中表演曾多次获评审认可，最终为亚军得奖者。早期以唱歌曲cover歌为主，2021年签约成为香港华纳唱片旗下歌手。,37268030,2604315810,http://p2.music.126.net/efeISCvPWHafxNDstnirFw==/109951169743965415.jpg?param=130y130,谁能避开恋爱这事情
许钧,http://p2.music.126.net/PU9khlCU3qNV24dxNSdYVQ==/109951166521505577.jpg?param=640y300,https://music.163.com/artist?id=1190143,"写歌
唱歌
歌唱",1190143,"471882265,427595884,1887031463","http://p2.music.126.net/W75E7ioig1bgw1X317JGQg==/19027048718873445.jpg?param=130y130,http://p2.music.126.net/wR5vFwz13L-N9fciZcHB1A==/18494885090944657.jpg?param=130y130,http://p1.music.126.net/O8oBR6a5IvaQAfGGf0of1A==/109951166518719071.jpg?param=130y130","29,自己,杭州，利群，你"
JuggShots,http://p1.music.126.net/X2mBVSNu9sOXWwlgynh_rA==/109951167770039117.jpg?param=640y300,https://music.163.com/artist?id=13005262,"JuggShots@RADI8 Studio,CN｜1998｜RADI8组合成员｜西部制燥成员｜FORCE HIGH厂牌成员｜NIGHT LAW成员｜商业歌曲制作/演出请联系邮箱:RADI8STUDIO@163.com",13005262,2161222939,http://p2.music.126.net/ctib5R--oR68W2IrOk765w==/109951169635716223.jpg?param=130y130,沦陷
VZEUS,http://p2.music.126.net/uR5gSCWry8Qf1i_1z8Qjow==/109951166191370688.jpg?param=640y300,https://music.163.com/artist?id=48853047,商业合作联系V：lambo989,48853047,2164006168,http://p1.music.126.net/EyrA38zX-4vrbVFJk2hK1w==/109951169661256718.jpg?param=130y130,Over Gone (Phonk)
Re-D,http://p1.music.126.net/3Wy_oKFTKC58KmMzAXYzHg==/109951169392296322.jpg?param=640y300,https://music.163.com/artist?id=60624987,"Re-D，大陆地区男歌手,发布有云音乐热门歌曲《万物生》收录于专辑《万物生》中。",60624987,2164209498,http://p1.music.126.net/2VM7XHFKdu2VAb41K0AqVA==/109951169663640245.jpg?param=130y130,万物生
SKFM,http://p1.music.126.net/vDWJRyDvYfRiO5HlK6U5eA==/109951169162817955.jpg?param=640y300,https://music.163.com/artist?id=59429689,"个人简介：艺人名：SKFM 中国（China） 电音制作人！主要音乐风格: Ghetto House G-House Slap House,喜欢我的作品请关注我后期给你们带来更好的作品！",59429689,2148710507,http://p2.music.126.net/naR3KX3x7l3CVKhcy7C6pA==/109951169524697834.jpg?param=130y130,SPIRIT RAVE
菲道尔,http://p1.music.126.net/PLxy2LPLZUZxEAuCxHpmBA==/109951165603998881.jpg?param=640y300,https://music.163.com/artist?id=34908208,"菲道尔（Firdhaus）
他是马来西亚的亚裔，来自一个传统的马来家庭。
有别与其他同龄的小朋友，从幼儿园起，父母就将他送到了华校去接受中文教育。
就这样，从幼儿园到小学，初中再到高中…
他能说一口流利的华语，更能写3语的歌曲。
他喜欢文字，所以用创作来记录生活。
他清澈的声线里总带着一丝悲伤。
他将心里无数想表达的情绪都写进了歌曲里。
所以听他的歌，仿佛就是在听他说故事。
他是------菲道尔",34908208,"2602364366,2072639869","http://p1.music.126.net/at3cTKvXPtWiCxg2e0Xk7g==/109951169724208413.jpg?param=130y130,http://p1.music.126.net/WuRlLMuXJO9rsT_nx4lLgA==/109951169509984289.jpg?param=130y130","能遇见，就很不错了,在加纳共和国离婚 (你还爱我吗)"
就是南方凯,http://p1.music.126.net/FPFl6gXsnxT1KHxTcqe-yw==/109951165633954359.jpg?param=640y300,https://music.163.com/artist?id=46360442,我一路向北，离开有你的季节,46360442,"2156113791,2604904349,2166382974,2061978961,2158544432,2165736345","http://p2.music.126.net/I8VIK53UL7dOZtj2CFIJUw==/109951169591409808.jpg?param=130y130,http://p1.music.126.net/t5pbQFAuedI9hnhGE1A5TA==/109951169749351660.jpg?param=130y130,http://p1.music.126.net/PnZt97-4FnGeGXgdkjievA==/109951169718164223.jpg?param=130y130,http://p2.music.126.net/MgrERz_auwIi5Km64TxwjQ==/109951169154658797.jpg?param=130y130,http://p2.music.126.net/3keR7Fe2devOmzqSmt8UJA==/109951169613944093.jpg?param=130y130,http://p1.music.126.net/8kAMppZj_goBc_tDvv0_hg==/109951169679010370.jpg?param=130y130","列车开往春天,拥抱太阳 (合唱live版),列车开往春天 (每个梦都会实现),离别开出花,列车开往春天 (DJ豪大大版),列车开往春天 (DJ沈乐Remix)"
塞壬唱片-MSR,http://p2.music.126.net/P4AH7I3NDtSq4FX07e5Lwg==/109951164481881457.jpg?param=640y300,https://music.163.com/artist?id=32540734,塞壬唱片MSR(Monster Siren Records)，泰拉世界十一世纪最大的音乐发行商之一。从异教重金属乐队至偶像产业， 塞壬唱片MSR旗下的签约艺人涉猎音乐各方面。根据最新统计数据，塞壬唱片MSR占有泰拉世界30%以上的音乐市场。 (*注：塞壬唱片MSR为游戏明日方舟世界观中虚构的唱片公司，与一切实际生活中的组织、公司无关。）,32540734,"2603903847,2122534120,2151083898,2140425047,2124415181,2148767644,2163262921,2151083894,2151202025,2163240287,2148767437,2143302329,2158229087,2114750011,2151215639,2070352214,2151081431,2070352215,2110359806,2163262922,2158229652,2151083896,2151199457,2143964670","http://p1.music.126.net/2h_OB7ywnYwyri5u9BMPbA==/109951169740128620.jpg?param=130y130,http://p1.music.126.net/C7f7h50l9-bjqRx9sRsrQw==/109951169299656333.jpg?param=130y130,http://p1.music.126.net/gQa7cvwUMrN3AbfpLJQVwQ==/109951169546079916.jpg?param=130y130,http://p2.music.126.net/XdnUOt35RdvGS1RHkM1RGA==/109951169451384659.jpg?param=130y130,http://p1.music.126.net/ryCmscVNLU0y4BEEQPhTyg==/109951169316167603.jpg?param=130y130,http://p1.music.126.net/_MLhrrMyI3ULlA-zocDmSQ==/109951169525187211.jpg?param=130y130,http://p1.music.126.net/bJxlXQRscJAXWoU1lD6dSg==/109951169654809546.jpg?param=130y130,http://p2.music.126.net/gQa7cvwUMrN3AbfpLJQVwQ==/109951169546079916.jpg?param=130y130,http://p1.music.126.net/_P0IyDicInS8zf6IUgH8Ag==/109951169546293232.jpg?param=130y130,http://p1.music.126.net/nE-fAM0g6JWF7fIUmBPWYQ==/109951169654694843.jpg?param=130y130,http://p1.music.126.net/_MLhrrMyI3ULlA-zocDmSQ==/109951169525187211.jpg?param=130y130,http://p1.music.126.net/sSfHT97_QYhIECO43OA1dA==/109951169476499086.jpg?param=130y130,http://p2.music.126.net/wZ1e7RZP9R3NL22xkp5pKQ==/109951169611477475.jpg?param=130y130,http://p1.music.126.net/8Be4JvbLzVtLuhdbUwWLlQ==/109951169237850726.jpg?param=130y130,http://p2.music.126.net/gEPV6RaQwvMQzcKaOAgHLA==/109951169547045310.jpg?param=130y130,http://p1.music.126.net/KRWOKqfupLimKvqS6MA9WA==/109951168813447097.jpg?param=130y130,http://p2.music.126.net/gQa7cvwUMrN3AbfpLJQVwQ==/109951169546079916.jpg?param=130y130,http://p2.music.126.net/KRWOKqfupLimKvqS6MA9WA==/109951168813447097.jpg?param=130y130,http://p2.music.126.net/sxzcE7e1q4Ipf2QsTz_AAA==/109951169187750223.jpg?param=130y130,http://p1.music.126.net/bJxlXQRscJAXWoU1lD6dSg==/109951169654809546.jpg?param=130y130,http://p1.music.126.net/wZ1e7RZP9R3NL22xkp5pKQ==/109951169611477475.jpg?param=130y130,http://p1.music.126.net/gQa7cvwUMrN3AbfpLJQVwQ==/109951169546079916.jpg?param=130y130,http://p1.music.126.net/_P0IyDicInS8zf6IUgH8Ag==/109951169546293232.jpg?param=130y130,http://p1.music.126.net/tSD0QsaFEqDVbfiTC_HHYQ==/109951169482188560.jpg?param=130y130","Warm and Small Light,浸春芜,Broken Sun,ALL!!!,赴大荒,Storyteller,Chase the Light,Merciful Broken Sun,Arsonist,Vows of the Sea,The Opening,Battleplan Underdawn,I Will Touch the Sky,Winged Step,Whistle Stop,Effervescence,Here Come the Exiles,Misty Memory (Day Version),Snow Parade,Chase the Light (Instrumental),I Will Touch the Sky(Instrumental),Antiphon of Agonies Old,Arsonist (Instrumental),ONE BY ONE"
派派,http://p2.music.126.net/GA4Aa0QbCGN0CP02OvqiZw==/109951165877948389.jpg?param=640y300,https://music.163.com/artist?id=47449494,制作人/词曲作者/唱作人,47449494,"2604348489,2601748437,2605007836","http://p1.music.126.net/ovPa2HlBkgea1gO_zGZQyw==/109951169744252803.jpg?param=130y130,http://p2.music.126.net/TNY3xxv91HrcybJyz6P_dg==/109951169719150947.jpg?param=130y130,http://p1.music.126.net/1-wSEhBBOd9x1Ry2IY-LrA==/109951169750288538.jpg?param=130y130","你轮回的印记落在我眉宇,我怕时间太快 不够将你看仔细,原来真的一瞬间就长大了"
烟(许佳豪),http://p1.music.126.net/jZIXAvWz0o-kE-U8Ootskg==/109951166501994786.jpg?param=640y300,https://music.163.com/artist?id=49937403,华语男歌手、音乐人“烟”，原名许佳豪，代表作《想你这件事》《观众》等，独特的烟嗓声线获得了众多粉丝热爱。,49937403,2603850902,http://p2.music.126.net/NgnHvFz4VKaO6DkgpsWizg==/109951169731333930.jpg?param=130y130,爱也有期限，不过三两年
Fine乐团,http://p1.music.126.net/S1iHN1_FOGJciN2-QFF21A==/109951162820704351.jpg?param=640y300,https://music.163.com/artist?id=1160085,内地流行乐独立音乐人Fine乐团由一男一女组成。男生冠南创作词曲，女生乔西负责演唱,1160085,"1405853776,2604263131","http://p1.music.126.net/MPwrz1UOktc3vJt1QeBrIg==/109951164468059677.jpg?param=130y130,http://p1.music.126.net/mBCaDBGd8WqOff3SE2F_qA==/109951169743471724.jpg?param=130y130","圈套,爱是一本书"
Nxmad诺曼德,http://p1.music.126.net/0ZNsC4pvZS6ONjhOp48VLw==/109951168464223054.jpg?param=640y300,https://music.163.com/artist?id=12484112,"商务v：xijugelaoguan
粉丝群：cdcxijugelaoguan",12484112,2050684657,http://p1.music.126.net/jX4yvXpyVHftJKMQHDLAJQ==/109951168639061291.jpg?param=130y130,Say goodbye
